070, 071, 000, 070, 071, 000, 000, 000, 000, 070, 071, 000, 000, 000, 070, 071, 000, 000, 000, 000, 000, 000, 070, 071, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 070, 071, 074, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001
079, 080, 000, 079, 080, 000, 000, 000, 000, 079, 080, 000, 000, 000, 079, 080, 000, 000, 000, 000, 000, 000, 079, 080, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 079, 080, 074, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001
000, 000, 000, 000, 000, 000, 070, 071, 000, 000, 070, 071, 000, 000, 000, 000, 000, 000, 070, 071, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 066, 082, 082, 082, 082, 082, 082, 082, 082, 083, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001
000, 000, 000, 000, 000, 000, 079, 080, 000, 000, 079, 080, 000, 000, 000, 000, 000, 000, 079, 080, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 066, 082, 082, 082, 082, 082, 082, 082, 083, 004, 004, 004, 004, 004, 005, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001
000, 070, 071, 000, 000, 000, 000, 000, 000, 000, 000, 066, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 067, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 000, 066, 082, 082, 082, 082, 082, 082, 083, 001, 001, 001, 001, 001, 001, 001, 004, 005, 004, 004, 004, 004, 004, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001
000, 079, 080, 000, 000, 000, 000, 000, 000, 066, 082, 083, 002, 001, 001, 001, 001, 001, 001, 001, 001, 001, 081, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 082, 083, 001, 001, 004, 004, 004, 004, 004, 001, 001, 001, 001, 001, 001, 001, 004, 004, 004, 004, 004, 004, 004, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001
000, 000, 000, 000, 000, 070, 071, 000, 066, 083, 001, 002, 002, 002, 001, 001, 001, 001, 001, 001, 001, 009, 010, 010, 010, 010, 010, 010, 010, 010, 010, 010, 011, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 004, 005, 004, 004, 004, 004, 004, 004, 001, 001, 001, 001, 005, 004, 005, 004, 004, 004, 004, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001
000, 000, 000, 000, 000, 079, 080, 066, 083, 002, 002, 002, 002, 002, 063, 064, 064, 064, 064, 064, 065, 018, 019, 003, 019, 021, 003, 003, 019, 021, 019, 003, 020, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 004, 004, 004, 004, 004, 005, 004, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 002, 002, 002, 001, 002, 001, 001, 001, 001, 001, 001, 001, 002, 002, 002, 002, 002, 001, 002, 001, 001, 001, 001, 001, 001, 001, 001
070, 071, 000, 000, 000, 000, 066, 083, 001, 002, 001, 002, 002, 001, 072, 000, 000, 000, 000, 000, 074, 018, 003, 003, 019, 030, 028, 028, 028, 028, 028, 028, 029, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 004, 004, 006, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 008, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 002, 002, 001, 002, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 002, 001, 002, 002, 001, 001, 001, 001, 001, 001, 001, 001, 001
079, 080, 000, 070, 071, 000, 074, 002, 002, 002, 002, 002, 002, 001, 081, 082, 082, 067, 000, 000, 074, 018, 019, 019, 003, 020, 063, 064, 064, 064, 064, 064, 065, 001, 001, 001, 001, 001, 001, 001, 001, 001, 001, 004, 004, 015, 013, 025, 025, 025, 025, 025, 025, 025, 025, 025, 025, 025, 025, 014, 016, 022, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 007, 008, 002, 001, 001, 001, 001, 001, 001, 001, 001
